Variable,Description,Long,Type,ESTMOE,Source,Table,Table2,Years,Release,Category,Topic,Universe,Notes,API
SchoolAdmin,School Administration: $ per Full-time Equivalent,"School Administration: $ per Full-time Equivalent, 2019",Money,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Finances,,,GA_High_Schools_2019
Food,School Food Services: $ per Full-time Equivalent,"School Food Services: $ per Full-time Equivalent, 2019",Money,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Finances,,,GA_High_Schools_2019
Transport,Transportation: $ per Full-time Equivalent,"Transportation: $ per Full-time Equivalent, 2019",Money,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Finances,,,GA_High_Schools_2019
TotalSpend,Total: $ per Full-time Equivalent,"Total: $ per Full-time Equivalent, 2019",Money,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Finances,,,GA_High_Schools_2019
CCRPI,College and Career Ready Performance Index (CCRPI),"College and Career Ready Performance Index (CCRPI), 2019",Index,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Standardized Test Scores,,,GA_High_Schools_2019
ClimateStar,Georgia School Climate Star Rating,"Georgia School Climate Star Rating, 2019",Index,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,School Rating,,,GA_High_Schools_2019
pEnrlPostSec6,"HS Graduates Enrolled in Postsecondary, 6 years out","% HS Graduates Enrolled in Postsecondary, 6 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec7,"HS Graduates Enrolled in Postsecondary, 7 years out","% HS Graduates Enrolled in Postsecondary, 7 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec8,"HS Graduates Enrolled in Postsecondary, 8 years out","% HS Graduates Enrolled in Postsecondary, 8 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec9,"HS Graduates Enrolled in Postsecondary, 9 years out","% HS Graduates Enrolled in Postsecondary, 9 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pEnrlPostSec10,"HS Graduates Enrolled in Postsecondary, 10 years out","% HS Graduates Enrolled in Postsecondary, 10 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec1,"HS Graduates Earned Postsecondary Credential, 1 year out","% HS Graduates Earned Postsecondary Credential, 1 year out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec2,"HS Graduates Earned Postsecondary Credential, 2 years out","% HS Graduates Earned Postsecondary Credential, 2 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec3,"HS Graduates Earned Postsecondary Credential, 3 years out","% HS Graduates Earned Postsecondary Credential, 3 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec4,"HS Graduates Earned Postsecondary Credential, 4 years out","% HS Graduates Earned Postsecondary Credential, 4 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec5,"HS Graduates Earned Postsecondary Credential, 5 years out","% HS Graduates Earned Postsecondary Credential, 5 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec6,"HS Graduates Earned Postsecondary Credential, 6 years out","% HS Graduates Earned Postsecondary Credential, 6 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec7,"HS Graduates Earned Postsecondary Credential, 7 years out","% HS Graduates Earned Postsecondary Credential, 7 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec8,"HS Graduates Earned Postsecondary Credential, 8 years out","% HS Graduates Earned Postsecondary Credential, 8 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec9,"HS Graduates Earned Postsecondary Credential, 9 years out","% HS Graduates Earned Postsecondary Credential, 9 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pErnPostSec10,"HS Graduates Earned Postsecondary Credential, 10 years out","% HS Graduates Earned Postsecondary Credential, 10 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking1,"HS Graduates Working, 1 year out","% HS Graduates Working, 1 year out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking2,"HS Graduates Working, 2 years out","% HS Graduates Working, 2 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking3,"HS Graduates Working, 3 years out","% HS Graduates Working, 3 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking4,"HS Graduates Working, 4 years out","% HS Graduates Working, 4 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking5,"HS Graduates Working, 5 years out","% HS Graduates Working, 5 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking6,"HS Graduates Working, 6 years out","% HS Graduates Working, 6 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking7,"HS Graduates Working, 7 years out","% HS Graduates Working, 7 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking8,"HS Graduates Working, 8 years out","% HS Graduates Working, 8 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking9,"HS Graduates Working, 9 years out","% HS Graduates Working, 9 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pWorking10,"HS Graduates Working, 10 years out","% HS Graduates Working, 10 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown1,"HS Graduates Unknown Status, 1 year out","% HS Graduates Unknown Status, 1 year out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown2,"HS Graduates Unknown Status, 2 years out","% HS Graduates Unknown Status, 2 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown3,"HS Graduates Unknown Status, 3 years out","% HS Graduates Unknown Status, 3 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown4,"HS Graduates Unknown Status, 4 years out","% HS Graduates Unknown Status, 4 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown5,"HS Graduates Unknown Status, 5 years out","% HS Graduates Unknown Status, 5 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown6,"HS Graduates Unknown Status, 6 years out","% HS Graduates Unknown Status, 6 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown7,"HS Graduates Unknown Status, 7 years out","% HS Graduates Unknown Status, 7 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown8,"HS Graduates Unknown Status, 8 years out","% HS Graduates Unknown Status, 8 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown9,"HS Graduates Unknown Status, 9 years out","% HS Graduates Unknown Status, 9 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
pUnknown10,"HS Graduates Unknown Status, 10 years out","% HS Graduates Unknown Status, 10 years out, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Postsecondary Acheivement,,,GA_High_Schools_2019
chENROLLMENTCnt,"Change since School Year 2015-2016, Full-time Equivalent Count","# Change since School Year 2015-2016, Full-time Equivalent Count, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Student Demographics,,,GA_High_Schools_2019
pchENROLLMENTCnt,"Change since School Year 2015-2016, Full-time Equivalent Count","% Change since School Year 2015-2016, Full-time Equivalent Count, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Student Demographics,,,GA_High_Schools_2019
chCCRPI,"Change since School Year 2015-2016, College and Career Ready Performance Index (CCRPI)","# Change since School Year 2015-2016, College and Career Ready Performance Index (CCRPI), 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,Student Demographics,,,GA_High_Schools_2019
chpProfPlusAlgebraI,"Change in Percent since 2016, Proficient or Higher: Algebra I","Change in Percent since 2016, % Proficient or Higher: Algebra I, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusAmLit,"Change in Percent since 2016, Proficient or Higher: American Literature and Composition","Change in Percent since 2016, % Proficient or Higher: American Literature and Composition, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusAnalGeometry,"Change in Percent since 2016, Proficient or Higher: Analytic Geometry","Change in Percent since 2016, % Proficient or Higher: Analytic Geometry, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusBiology,"Change in Percent since 2016, Proficient or Higher: Biology","Change in Percent since 2016, % Proficient or Higher: Biology, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusCoordAlgebra,"Change in Percent since 2016, Proficient or Higher: Coordinate Algebra","Change in Percent since 2016, % Proficient or Higher: Coordinate Algebra, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusEcon,"Change in Percent since 2016, Proficient or Higher: Economics/Business/Free Enterprise","Change in Percent since 2016, % Proficient or Higher: Economics/Business/Free Enterprise, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusGeometry,"Change in Percent since 2016, Proficient or Higher: Geometry","Change in Percent since 2016, % Proficient or Higher: Geometry, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusLit9,"Change in Percent since 2016, Proficient or Higher: 9th Grade Literature and Composition","Change in Percent since 2016, % Proficient or Higher: 9th Grade Literature and Composition, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusPhysSci,"Change in Percent since 2016, Proficient or Higher: Physical Science","Change in Percent since 2016, % Proficient or Higher: Physical Science, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
chpProfPlusUSHistory,"Change in Percent since 2016, Proficient or Higher: US History","Change in Percent since 2016, % Proficient or Higher: US History, 2019",Change in Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedAlgebraI,Tested: Algebra I,"# Tested: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntAlgebraI,Beginning: Algebra I,"# Beginning: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntAlgebraI,Developing: Algebra I,"# Developing: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntAlgebraI,Proficient: Algebra I,"# Proficient: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntAlgebraI,Distinguished: Algebra I,"# Distinguished: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginAlgebraI,Beginning: Algebra I,"% Beginning: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopAlgebraI,Developing: Algebra I,"% Developing: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfAlgebraI,Proficient: Algebra I,"% Proficient: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistAlgebraI,Distinguished: Algebra I,"% Distinguished: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntAlgebraI,Developing or Higher: Algebra I,"# Developing or Higher: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntAlgebraI,Proficient or Higher: Algebra I,"# Proficient or Higher: Algebra I, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusAlgebraI,Developing or Higher: Algebra I,"% Developing or Higher: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusAlgebraI,Proficient or Higher: Algebra I,"% Proficient or Higher: Algebra I, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
NTestedAmLit,Tested: American Literature and Composition,"# Tested: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Begin_CntAmLit,Beginning: American Literature and Composition,"# Beginning: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Develop_CntAmLit,Developing: American Literature and Composition,"# Developing: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Prof_CntAmLit,Proficient: American Literature and Composition,"# Proficient: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
Dist_CntAmLit,Distinguished: American Literature and Composition,"# Distinguished: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pBeginAmLit,Beginning: American Literature and Composition,"% Beginning: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevelopAmLit,Developing: American Literature and Composition,"% Developing: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfAmLit,Proficient: American Literature and Composition,"% Proficient: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDistAmLit,Distinguished: American Literature and Composition,"% Distinguished: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
DevPlus_CntAmLit,Developing or Higher: American Literature and Composition,"# Developing or Higher: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
ProfPlus_CntAmLit,Proficient or Higher: American Literature and Composition,"# Proficient or Higher: American Literature and Composition, 2019",Count,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pDevPlusAmLit,Developing or Higher: American Literature and Composition,"% Developing or Higher: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
pProfPlusAmLit,Proficient or Higher: American Literature and Composition,"% Proficient or Higher: American Literature and Composition, 2019",Percent,,Georgia Department of Education (DOE),,,2019,,Georgia School Data,High School Student Performance,,,GA_High_Schools_2019
